molecule_name,smiles,pka_positions,pka_values,true_pka_positions,true_pka_values
Train_Molecule_506,NCC(=O)N1CCC[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(O)=O,"[0, 1, 6, 9, 10, 12, 15, 17, 19, 22]","[2.0325811908484782e+21, 4.4261610762027905e+21, 4.4989209503076115e+21, 7.542830192003432e+21, 2.8357337266203394e+21, 4.058587407715972e+21, 1.874572679397161e+21, 7.691910317193487e+20, 1.72926248930768e+21, 1.135439023434604e+21]",[0],[8.64]
Train_Molecule_1310,Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,"[10, 13, 17, 18]","[1.8993292337301422e+18, 1.6269040623498035e+18, 2.8754417094481674e+18, 3.161949150879154e+18]","[10, 14, 19, 7]","[2.27, 3.07, 4.96, 7.1]"
Train_Molecule_919,CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(O)=O)CC(O)=O,"[10, 13, 16, 18, 23]","[9.5804193339605e+16, 2.8311761272281498e+17, 2.678530584346624e+17, 5.122560678795674e+16, 1.888308313288868e+17]","[19, 23]","[2.2, 5.83]"
Train_Molecule_849,NCCc1c[nH]c(S)n1,[],[],"[7, 0]","[9.12, 11.62]"
Train_Molecule_96,CC(C)CCN,[],[],[5],[10.64]
Train_Molecule_380,COC(=O)CN(C)C(=O)CN,[],[],[10],[8.01]
Train_Molecule_425,COc1ccc(SCC(O)=O)cc1,[],[],[9],[3.43]
Train_Molecule_1037,OC(=O)CN(CC(O)=O)c1ccccc1,[],[],"[0, 7]","[2.4, 5.01]"
Train_Molecule_1193,OC(=O)CN(CC(O)=O)c1c(O)cc(c2ccccc12)[S](O)(=O)=O,"[8, 9, 23]","[347923858587648.0, 2.040992940372787e+16, 6666624614531072.0]","[0, 7, 11]","[2.16, 3.38, 8.85]"
Train_Molecule_156,OCCSCc1ccccn1,[],[],[10],[4.61]
Train_Molecule_486,CSc1ccccc1S,[],[],[8],[5.75]
Train_Molecule_900,Nc1cccc(O)c1,[],[],"[0, 6]","[4.28, 9.92]"
Train_Molecule_857,N[C@@H](CCC(N)=O)C(O)=O,[],[],"[8, 0]","[2.31, 9.07]"
Train_Molecule_1105,CC[C@H](C)[C@H](N)C(=O)NCC(O)=O,[],[],"[11, 5]","[3.04, 7.96]"
Train_Molecule_754,NCC(=O)NCCCCCCNC(=O)CN,[13],[101205368832.0],"[0, 15]","[7.78, 8.41]"
Train_Molecule_433,COc1ccc(CCN)cc1OC,[],[],[8],[9.87]
Train_Molecule_461,N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,[],[],[0],[7.54]
Train_Molecule_1097,CNC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2,"[2, 12, 13, 14, 15, 30, 34, 39]","[1.7916682977201572e+33, 7.162228367169575e+33, 2.823996554743055e+33, 1.760554686485283e+33, 9.544389266611206e+32, 4.699920212105762e+32, 6.012035684263811e+32, 5.120069711170237e+32]","[32, 38]","[7.01, 9.78]"
Train_Molecule_1226,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(O)=O,"[3, 12, 13, 24]","[1669112472272896.0, 8223354838319104.0, 1244229208637440.0, 3169669758320640.0]","[15, 23, 2]","[3.25, 4.23, 8.1]"
Train_Molecule_923,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,"[0, 14]","[578586542080.0, 1584553787392.0]","[7, 8]","[1.5, 6.01]"
Train_Molecule_308,OC(=O)C[Se]CCCC=C,[],[],[0],[3.8]
Train_Molecule_1013,OC(=O)CCc1c[nH]cn1,[],[],"[0, 9]","[3.83, 7.44]"
Train_Molecule_668,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,[],[],"[8, 11]","[3.29, 4.6]"
Train_Molecule_1108,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O,"[7, 15, 16]","[9383190724608.0, 13320158445568.0, 31265914880000.0]","[15, 9]","[3.42, 7.78]"
Train_Molecule_787,C[C@H](N)C(=O)NCC(O)=O,[],[],"[8, 2]","[3.13, 8.11]"
Train_Molecule_1191,OC(=O)CN(CC(O)=O)c1ccc(c2cc(cc(O)c12)[S](O)(=O)=O)[S](O)(=O)=O,"[0, 7, 8, 11, 21, 22, 24, 25, 26]","[1.1309860071145472e+17, 2.81848638865408e+16, 8.131814482352538e+16, 1.3971142410428744e+18, 7.692066524810445e+16, 1.1223541880014766e+18, 1.0327881769612739e+18, 1.0146062403675095e+18, 6.858084893558047e+17]","[0, 7, 18]","[2.58, 3.87, 9.48]"
Train_Molecule_762,NCCCCSCCN,"[2, 3, 7]","[3994.98046875, 2119.723876953125, 5075.8017578125]","[0, 8]","[9.25, 10.44]"
Train_Molecule_1078,CN(CC(=O)NCC(O)=O)C(=O)CNC(=O)CN,"[0, 3, 4, 5, 11, 12, 17]","[2643337150464.0, 2426946453504.0, 1968873275392.0, 3260189507584.0, 2409352396800.0, 5773426950144.0, 337486020608.0]","[8, 17]","[3.34, 7.97]"
Train_Molecule_178,OCCCCc1cccnc1,[],[],[9],[5.7]
Train_Molecule_287,OC(=O)Cc1ccccc1[N+]([O-])=O,[],[],[0],[4.0]
Train_Molecule_1289,N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,"[1, 16, 18, 20, 22, 33, 35]","[1.6704936975434946e+28, 4.255087374916397e+28, 9.802177148969039e+27, 4.632253105051906e+27, 2.700209014789759e+27, 1.7459911149784282e+27, 2.1235046178906097e+27]","[34, 0, 7, 30]","[2.74, 7.61, 9.75, 10.12]"
Train_Molecule_1112,OC(=O)\C=C/C(O)=O,[],[],"[0, 6]","[1.74, 5.76]"
Train_Molecule_294,CCc1[nH]ccn1,[],[],[6],[7.92]
Train_Molecule_566,Cc1cc(cc(C)n1)C#N,[],[],[7],[3.68]
Train_Molecule_367,CNC(=O)[C@@H](N)CC(C)C,[],[],[5],[7.72]
Train_Molecule_1001,OC(=O)C(CCCC=C)C(O)=O,[],[],"[0, 10]","[2.77, 5.37]"
Train_Molecule_589,Cc1ccccc1C(=O)NO,[],[],[10],[8.56]
Train_Molecule_952,N[C@@H]1CC=CC[C@H]1C(O)=O,[],[],"[8, 0]","[3.33, 10.29]"
Train_Molecule_88,Oc1ccc2ccccc2c1[N+]([O-])=O,[],[],[0],[5.75]
Train_Molecule_745,CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,"[1, 5, 9, 10]","[3050528833536.0, 3614080499712.0, 10758627786752.0, 7862200303616.0]","[19, 5]","[3.33, 7.87]"
Train_Molecule_429,Nc1ccncc1[N+]([O-])=O,[],[],[0],[5.05]
Train_Molecule_526,NC(=O)[C@@H]1CCCN1,[],[],[7],[8.69]
Train_Molecule_756,NCCCCCc1ccncc1,[],[],"[9, 0]","[5.99, 10.3]"
Train_Molecule_1023,OC(=O)CCS,[],[],"[0, 5]","[4.3, 10.51]"
Train_Molecule_974,OC(=O)C(=C)O[P](O)(O)=O,[],[],"[0, 7]","[3.45, 6.24]"
Train_Molecule_705,NCC(=O)NCC(=O)NCC(=O)NO,[8],[7517964288.0],"[0, 13]","[7.51, 8.4]"
Train_Molecule_290,OC(=O)[C@@]1(CCC(=O)N1)c2ccccc2,[],[],[0],[2.69]
Train_Molecule_285,CCOC[P](O)(O)=O,[],[],[5],[7.02]
Train_Molecule_672,C1CNCCCNC1,[],[],"[2, 6]","[7.07, 10.65]"
Train_Molecule_1299,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,"[6, 7, 10, 12, 17]","[97223144636416.0, 20200336392192.0, 35314173214720.0, 36605968515072.0, 49787852292096.0]","[0, 12, 15, 5]","[2.98, 3.91, 6.93, 10.07]"
Train_Molecule_1007,OC(=O)CN(CC(O)=O)Cc1occc1,[],[],"[0, 4]","[2.17, 8.4]"
Train_Molecule_724,NCC(=O)NCCCCNC(=O)CN,"[7, 8]","[43279863808.0, 58658865152.0]","[0, 13]","[7.78, 8.41]"
Train_Molecule_266,CCSCCN,[],[],[5],[9.44]
Train_Molecule_327,OC(=O)COc1ccc(cc1)[N+]([O-])=O,[],[],[0],[2.89]
Train_Molecule_348,OC(=O)C1(O)CCCCC1,[],[],[0],[4.01]
Train_Molecule_910,COc1ccccc1N(CC(O)=O)CC(O)=O,[3],[1312389726208.0],"[11, 15]","[2.69, 5.58]"
Train_Molecule_59,Sc1ccc2ccccc2c1,[9],[23121312.0],[0],[6.47]
Train_Molecule_1227,CC([C@H](N)C(O)=O)C(O)=O,[],[],"[5, 8, 3]","[1.99, 3.59, 9.48]"
Train_Molecule_1263,NCCCC[C@H](NC(=O)CN)C(O)=O,[],[],"[12, 0, 10]","[2.8, 7.91, 10.23]"
Train_Molecule_864,OCc1ncccc1O,[3],[1003117.0],"[3, 8]","[4.87, 8.84]"
Train_Molecule_1268,NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[0, 3, 4, 20]","[9196319549685760.0, 4750368583974912.0, 4.874147930832896e+16, 9.595728315390362e+16]","[19, 0, 15]","[3.19, 7.91, 9.75]"
Train_Molecule_810,NCCCc1cccnc1,[],[],"[8, 0]","[5.19, 10.05]"
Train_Molecule_1276,OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,[],[],"[0, 8, 13]","[2.41, 3.77, 5.04]"
Train_Molecule_679,NC(Cc1cc(I)c(O)c(I)c1)C(O)=O,[],[],"[13, 8]","[6.16, 9.1]"
Train_Molecule_333,CN1C=CC=C(O)C1=O,[],[],[6],[8.89]
Train_Molecule_482,NCc1ccccc1,[],[],[0],[9.41]
Train_Molecule_808,NCCNC(=O)CC(=O)NCCN,[],[],"[0, 12]","[8.69, 9.18]"
Train_Molecule_602,Cc1ccc(c(C)n1)[S](O)(=O)=O,[],[],[7],[4.8]
Train_Molecule_828,C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O,"[1, 6, 7, 10]","[262287696855040.0, 1002567840563200.0, 462413560283136.0, 2456987581284352.0]","[21, 2]","[3.34, 8.2]"
Train_Molecule_1231,N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(O)=O,"[17, 19, 20, 26, 28]","[5.433818130403872e+21, 8.893915146764161e+21, 3.793371270085054e+21, 1.4606545782073983e+21, 1.4283264734447377e+21]","[29, 0, 7]","[3.14, 7.47, 9.79]"
Train_Molecule_430,COc1ccc(C=O)cc1O,[],[],[10],[8.89]
Train_Molecule_405,COCCN,[],[],[4],[9.48]
Train_Molecule_809,NCCCc1ccccn1,[],[],"[9, 0]","[4.98, 10.1]"
Train_Molecule_1282,OC([P](O)(O)=O)[P](O)(O)=O,[],[],"[3, 4, 7]","[2.67, 6.92, 10.41]"
Train_Molecule_328,OC(=O)COc1cccc(Br)c1,[],[],[0],[3.1]
Train_Molecule_478,NCCCCc1ccccc1,[1],[345469.15625],[0],[10.52]
Train_Molecule_318,OC(=O)CSc1ccc(cc1)[N+]([O-])=O,[],[],[0],[2.98]
Train_Molecule_1033,OC(=O)CCCCCCC(O)=O,[],[],"[0, 10]","[4.42, 5.11]"
Train_Molecule_83,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,[],[],[0],[4.02]
Train_Molecule_129,O[C@@H]1CC[C@H](CC1)C(O)=O,[],[],[8],[4.58]
Train_Molecule_765,NCCC(=O)NCC(O)=O,[5],[2463041.25],"[8, 0]","[3.2, 9.4]"
Train_Molecule_1168,OC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,"[0, 3, 8, 10, 11, 14, 16, 23, 24]","[164218997309440.0, 256438739927040.0, 302606081589248.0, 194967305715712.0, 899283943424000.0, 624705207795712.0, 3025757483827200.0, 313185726889984.0, 220293956108288.0]","[0, 19, 23]","[2.22, 3.45, 6.34]"
Train_Molecule_1211,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,"[0, 12, 18, 19, 21, 27, 28]","[3.6992169581302165e+24, 5.052857773233473e+24, 3.7287879535715013e+24, 3.6995988633786175e+24, 2.666661899756205e+24, 3.8628591777295985e+23, 5.471767982879887e+23]","[27, 30, 0]","[2.46, 4.4, 8.53]"
Train_Molecule_171,CCC(=O)NO,[],[],[5],[9.44]
Train_Molecule_582,Cc1ccccc1[Se]CC(O)=O,[],[],[10],[3.65]
Train_Molecule_260,OC(=O)c1ccc(I)cc1,[],[],[0],[4.0]
Train_Molecule_1287,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,"[1, 2, 7, 8, 9, 12, 20, 22]","[2.21496411257045e+18, 3.6386163037002793e+18, 2.8554368512950272e+17, 7.983714732857098e+17, 1.693559755760468e+18, 2.0161054774982083e+18, 1.6601028538778255e+18, 5.678826031016837e+17]","[23, 0, 7, 19]","[3.21, 7.33, 9.68, 10.47]"
Train_Molecule_1315,NCCCNCCCCNCCCN,[],[],"[0, 13, 4, 9]","[7.91, 8.85, 9.99, 10.82]"
Train_Molecule_661,c1ccc(C=Cc2ccccn2)nc1,[],[],"[12, 11]","[2.81, 4.95]"
Train_Molecule_1102,OC(=O)CSSCC(O)=O,[9],[389979.4375],"[0, 8]","[2.97, 3.8]"
Train_Molecule_1332,Cc1ccc(O)c(CN2CCN(CCN(CC2)Cc3nc(C)ccc3O)Cc4nc(C)ccc4O)n1,"[1, 8, 13, 14, 18, 22, 25, 32, 34]","[1.53528455323424e+28, 7.189965301516883e+27, 1.7564352187511048e+28, 2.299263572111436e+28, 1.3549147098943304e+28, 2.8939037235160574e+28, 1.4108575160786732e+28, 2.0025020343048864e+28, 9.785588065810528e+27]","[35, 19, 28, 5, 8, 11]","[4.28, 5.35, 7.0, 9.73, 10.86, 12.1]"
Train_Molecule_332,CN1C(=O)C(=NNC(N)=S)c2cc(ccc12)[S](O)(=O)=O,"[8, 10]","[1.873289714597888e+16, 1.0790101167846195e+17]",[8],[8.48]
Train_Molecule_355,CNC(=O)[C@@H](N)CCSC,[],[],[5],[7.33]
Train_Molecule_138,CC(CO)(CO)C(O)=O,[1],[5078222.0],[7],[4.52]
Train_Molecule_381,COC(=O)CNC(=O)CN,[],[],[9],[7.78]
Train_Molecule_292,OC(=O)c1c(F)c(F)c(F)c(F)c1F,[],[],[0],[1.5]
Train_Molecule_1089,CNC(=S)C(=S)NC,[],[],"[1, 6]","[11.67, 14.2]"
Train_Molecule_892,N[C@@H](CO)C(=O)NCC(O)=O,[],[],"[9, 0]","[3.15, 7.34]"
Train_Molecule_141,CC(O)C(O)=O,[],[],[4],[3.73]
Train_Molecule_888,N[C@@H](Cc1ccc(O)cc1)C(N)=O,[],[],"[0, 7]","[7.42, 9.83]"
Train_Molecule_1277,OC(=O)CSCCN(CC(O)=O)CC(O)=O,[],[],"[0, 10, 7]","[2.0, 3.53, 8.82]"
Train_Molecule_886,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,"[4, 5, 11]","[702853021696.0, 1254676496384.0, 1970822971392.0]","[0, 15]","[7.04, 9.09]"
Train_Molecule_139,CC(N)C(=O)NC(C)(C)C(N)=O,[],[],[2],[7.93]
Train_Molecule_1172,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,[],[],"[15, 13, 2]","[3.22, 7.96, 9.73]"
Train_Molecule_1034,OC(=O)CCCCCCCC(O)=O,[],[],"[0, 11]","[4.44, 5.13]"
Train_Molecule_224,CCCCOC(=O)CN,[1],[1240.7796630859375],[8],[7.78]
Train_Molecule_1247,N[C@@H](CC(O)=O)C(=O)NCC(O)=O,[],[],"[4, 11, 0]","[2.82, 3.67, 8.03]"
Train_Molecule_274,CCOc1ccc([Se]CC(O)=O)cc1,[],[],[10],[3.75]
Train_Molecule_323,OC(=O)C[Se]CCC=C,[],[],[0],[3.77]
Train_Molecule_432,COc1ccc(CC(O)=O)cc1OC,[],[],[8],[4.33]
Train_Molecule_409,COC(=O)c1ccccc1O,[],[],[10],[9.97]
Train_Molecule_325,OC(=O)COc1ccc(I)cc1,[],[],[0],[3.16]
Train_Molecule_583,Cc1ccccn1,[],[],[6],[5.99]
Train_Molecule_503,NC(O)=O,[],[],[2],[6.76]
Train_Molecule_708,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[1, 4, 5, 10, 12, 16, 18]","[48320823164928.0, 27610155319296.0, 58049460961280.0, 92032508887040.0, 10368427491328.0, 57934830632960.0, 74142485315584.0]","[19, 2]","[3.31, 7.83]"
Train_Molecule_535,NC(=O)Cc1cccnc1,[],[],[8],[4.72]
Train_Molecule_1242,N[C@@H](CS)C(=O)NCC(O)=O,[],[],"[9, 3, 0]","[3.15, 6.91, 9.3]"
Train_Molecule_704,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,"[6, 8, 9, 12]","[47802277167104.0, 91064765513728.0, 45743591129088.0, 65385441263616.0]","[19, 2]","[3.13, 7.82]"
Train_Molecule_594,Cc1cccc(C)c1S,[0],[682706.5],[8],[7.38]
Train_Molecule_906,CSCC[C@H](N)C(=O)NCC(O)=O,[],[],"[11, 5]","[3.16, 7.59]"
Train_Molecule_990,OC(=O)CC(=C)C(O)=O,[],[],"[0, 7]","[3.71, 5.24]"
Train_Molecule_931,OC(Cc1c[nH]cn1)C(O)=O,[],[],"[9, 7]","[3.0, 7.31]"
Train_Molecule_1214,CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[11, 12, 20, 22]","[2.523287702942515e+16, 2.0619476563132416e+16, 5814306608250880.0, 5573074938232832.0]","[23, 19, 9]","[3.14, 8.07, 10.3]"
Train_Molecule_994,OC(=O)CC(=O)C(O)=O,[],[],"[0, 7]","[2.3, 3.95]"
Train_Molecule_737,CC(C)C[C@H](N)C(=O)NO,[],[],"[5, 9]","[7.2, 9.12]"
Train_Molecule_588,Cc1cccc([Se]CC(O)=O)c1,[],[],[9],[3.67]
Train_Molecule_458,COc1ccccc1S,[],[],[8],[6.89]
Train_Molecule_943,CCC(C)(C(O)=O)C(O)=O,[],[],"[5, 8]","[2.86, 6.41]"
Train_Molecule_730,CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,"[0, 4, 5, 6, 18]","[1667514236928.0, 14784604930048.0, 21611937792000.0, 29971642843136.0, 8646530433024.0]","[18, 5]","[2.89, 8.15]"
Train_Molecule_321,OC(=O)CSc1ccccc1[N+]([O-])=O,[],[],[0],[2.99]
Train_Molecule_477,NCCCC[S](O)(=O)=O,[],[],[0],[10.24]
Train_Molecule_783,NCCCCc1cccnc1,[],[],"[9, 0]","[5.52, 10.16]"
Train_Molecule_1192,OC(=O)c1cccc(C(O)=O)c1C(O)=O,[],[],"[0, 9, 13]","[2.64, 3.89, 5.47]"
Train_Molecule_1036,OC(=O)CN(CC(O)=O)c1cccc(c1)[S](O)(=O)=O,"[5, 6, 7, 9, 13, 18]","[90384400384.0, 49813741568.0, 25047560192.0, 310769483776.0, 296317779968.0, 153709969408.0]","[0, 7]","[2.36, 4.79]"
Train_Molecule_467,NCCCCCO,[2],[251.3379364013672],[0],[10.76]
Train_Molecule_39,Oc1ccc(cc1)[S](O)(=O)=O,[],[],[0],[8.79]
Train_Molecule_30,C=Cc1ccncc1,[],[],[5],[5.4]
Train_Molecule_242,CCOC(=O)C(N)C(C)C,[],[],[6],[7.75]
Train_Molecule_722,Oc1cccc2cccnc12,[],[],"[9, 0]","[5.22, 9.72]"
Train_Molecule_942,CCC(C(O)=O)C(O)=O,[],[],"[4, 7]","[2.88, 5.65]"
Train_Molecule_136,CC1=CC(=O)C(=CO1)O,[],[],[8],[8.06]
Train_Molecule_310,OC(=O)C[Se]c1ccc(cc1)[N+]([O-])=O,[],[],[0],[3.34]
Train_Molecule_1116,OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCC(=O)N2,"[8, 11, 13, 14, 15, 18]","[73306417922048.0, 240623026176000.0, 253486637776896.0, 155403207835648.0, 129354516398080.0, 72923175976960.0]","[0, 9]","[2.7, 7.18]"
Train_Molecule_968,COc1cc(CCC(O)=O)ccc1O,[],[],"[8, 13]","[4.48, 9.87]"
Train_Molecule_631,c1cncc(c1)c2cccnc2,[],[],[2],[4.6]
Train_Molecule_1182,C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[1, 6, 23, 24]","[9231555461382144.0, 1.816312893197517e+16, 5390786325643264.0, 1544676398071808.0]","[23, 2, 11]","[3.21, 7.9, 10.26]"
Train_Molecule_1274,OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CS,"[3, 4, 8, 10, 12]","[4621887078400.0, 9058154184704.0, 12619822923776.0, 11021450215424.0, 2665969352704.0]","[0, 18, 9]","[3.47, 7.1, 8.65]"
Train_Molecule_1327,CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[6, 8, 12, 13, 14, 18, 22, 23, 26, 37, 38, 46]","[4.021425779955346e+32, 5.057355204552525e+33, 4.7162352559972614e+33, 1.681984024874384e+33, 6.663258684205033e+32, 6.2476713810415866e+32, 1.5863318023739108e+33, 6.01981961911708e+32, 1.169425087242344e+32, 2.17476276970246e+33, 2.816040004625558e+33, 1.6355939240697185e+33]","[10, 46, 20, 42, 25]","[1.9, 3.25, 7.2, 9.75, 10.38]"
Train_Molecule_670,C(CCCc1ccccn1)CCc2ccccn2,"[11, 17]","[123040710656.0, 41417351168.0]","[9, 17]","[5.61, 6.38]"
Train_Molecule_3,C1CN(CCN1)c2ccccc2,[],[],[5],[8.6]
Train_Molecule_111,Oc1cc(cc2ccccc12)[S](O)(=O)=O,"[2, 4]","[1033470607360.0, 1242816446464.0]",[0],[8.43]
Train_Molecule_744,Oc1ccc(cc1)[P](O)(O)=O,[],[],"[8, 9]","[4.85, 10.56]"
