SMILES,pKa,Dissociable_Atoms,Functional_Group,Name,Dissociable_Atoms_Ordered,Functional_Group_Ordered,Dissociation_Order
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,3.37,35:0:12:24:7,carboxylic_acid:amine_primary:amine_secondary:amine_secondary:phenol,L-Tyrosyl-L-tyrosyl-L-tyrosine,35:7:0:12:24,carboxylic_acid:phenol:amine_primary:amine_secondary:amine_secondary,35(carboxylic_acid) > 7(phenol) > 0(amine_primary) > 12(amine_secondary) > 24(amine_secondary)
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,11.21,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-L-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,10.43,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-L-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,9.69,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-L-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,7.23,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-L-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,2.97,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-L-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,11.31,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,10.43,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,9.68,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,7.18,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,2.8,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-L-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(O)=O,10.98,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-D-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(O)=O,10.27,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-D-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(O)=O,9.49,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-D-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(O)=O,7.03,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-D-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(O)=O,2.83,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,L-Lysyl-D-lysyl-D-lysine,26:0:6:15:24,carboxylic_acid:amine_primary:amine_primary:amine_primary:amine_primary,26(carboxylic_acid) > 0(amine_primary) > 6(amine_primary) > 15(amine_primary) > 24(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.38,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.75,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,7.2,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3.25,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,1.9,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
OC(=O)CN(CC(O)=O)c1cc(C(O)=O)c(O)cc1C(O)=O,8.61,0:7:13:16:20,carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol:carboxylic_acid,"N-(4-Hydroxy-2,5-dicarboxyphenyl)iminodiacetic acid",0:7:13:20:16,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol,0(carboxylic_acid) > 7(carboxylic_acid) > 13(carboxylic_acid) > 20(carboxylic_acid) > 16(phenol)
OC(=O)CN(CC(O)=O)c1cc(C(O)=O)c(O)cc1C(O)=O,3.18,0:7:13:16:20,carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol:carboxylic_acid,"N-(4-Hydroxy-2,5-dicarboxyphenyl)iminodiacetic acid",0:7:13:20:16,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol,0(carboxylic_acid) > 7(carboxylic_acid) > 13(carboxylic_acid) > 20(carboxylic_acid) > 16(phenol)
OC(=O)CN(CC(O)=O)c1cc(C(O)=O)c(O)cc1C(O)=O,2.2,0:7:13:16:20,carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol:carboxylic_acid,"N-(4-Hydroxy-2,5-dicarboxyphenyl)iminodiacetic acid",0:7:13:20:16,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol,0(carboxylic_acid) > 7(carboxylic_acid) > 13(carboxylic_acid) > 20(carboxylic_acid) > 16(phenol)
OC(=O)CN(CC(O)=O)c1cc(C(O)=O)c(O)cc1C(O)=O,1.6,0:7:13:16:20,carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol:carboxylic_acid,"N-(4-Hydroxy-2,5-dicarboxyphenyl)iminodiacetic acid",0:7:13:20:16,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:phenol,0(carboxylic_acid) > 7(carboxylic_acid) > 13(carboxylic_acid) > 20(carboxylic_acid) > 16(phenol)
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,9.4,0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,"N-[2,5-Dicarboxy-4-(carboxymethylamino)phenyl]iminodiacetic acid",0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 9(carboxylic_acid) > 15(carboxylic_acid) > 20(carboxylic_acid) > 24(carboxylic_acid)
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,4.48,0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,"N-[2,5-Dicarboxy-4-(carboxymethylamino)phenyl]iminodiacetic acid",0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 9(carboxylic_acid) > 15(carboxylic_acid) > 20(carboxylic_acid) > 24(carboxylic_acid)
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,3.57,0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,"N-[2,5-Dicarboxy-4-(carboxymethylamino)phenyl]iminodiacetic acid",0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 9(carboxylic_acid) > 15(carboxylic_acid) > 20(carboxylic_acid) > 24(carboxylic_acid)
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,2.67,0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,"N-[2,5-Dicarboxy-4-(carboxymethylamino)phenyl]iminodiacetic acid",0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 9(carboxylic_acid) > 15(carboxylic_acid) > 20(carboxylic_acid) > 24(carboxylic_acid)
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,1.8,0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,"N-[2,5-Dicarboxy-4-(carboxymethylamino)phenyl]iminodiacetic acid",0:9:15:20:24,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 9(carboxylic_acid) > 15(carboxylic_acid) > 20(carboxylic_acid) > 24(carboxylic_acid)
C1CNCCNCCCNCCNCCNC1,10.2,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane",2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,2(amine_secondary) > 5(amine_secondary) > 9(amine_secondary) > 12(amine_secondary) > 15(amine_secondary)
C1CNCCNCCCNCCNCCNC1,9.5,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane",2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,2(amine_secondary) > 5(amine_secondary) > 9(amine_secondary) > 12(amine_secondary) > 15(amine_secondary)
C1CNCCNCCCNCCNCCNC1,7.24,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane",2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,2(amine_secondary) > 5(amine_secondary) > 9(amine_secondary) > 12(amine_secondary) > 15(amine_secondary)
C1CNCCNCCCNCCNCCNC1,3.98,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane",2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,2(amine_secondary) > 5(amine_secondary) > 9(amine_secondary) > 12(amine_secondary) > 15(amine_secondary)
C1CNCCNCCCNCCNCCNC1,2.26,2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,"1,4,7,11,14-Pentaazacycloheptadecane",2:5:9:12:15,amine_secondary:amine_secondary:amine_secondary:amine_secondary:amine_secondary,2(amine_secondary) > 5(amine_secondary) > 9(amine_secondary) > 12(amine_secondary) > 15(amine_secondary)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,5.72,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,5.82,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,6.56,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,5.3,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,6.51,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,7.43,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,4.63,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,4.76,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,Benzenepentacarboxylic acid,0:7:11:15:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid,0(carboxylic_acid) > 7(carboxylic_acid) > 11(carboxylic_acid) > 15(carboxylic_acid) > 19(carboxylic_acid)
