SMILES,pKa,Dissociable_Atoms,Functional_Group,Name,Dissociable_Atoms_Ordered,Functional_Group_Ordered,Dissociation_Order
OC(=O)c1ccccn1,0.95,8,pyridine_nitrogen,Pyridine-2-carboxylic acid (Picolinic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)c1ccccn1,1.36,8,pyridine_nitrogen,Pyridine-2-carboxylic acid (Picolinic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)c1ccccn1,1.99,8,pyridine_nitrogen,Pyridine-2-carboxylic acid (Picolinic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)c1ccccn1,1.01,8,pyridine_nitrogen,Pyridine-2-carboxylic acid (Picolinic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
Cc1cccc(n1)C(O)=O,5.86,8,ring_nitrogen,6-Methylpyridine-2-carboxylic acid,8,ring_nitrogen,8(ring_nitrogen)
Cc1cccc(n1)C(O)=O,5.95,8,ring_nitrogen,6-Methylpyridine-2-carboxylic acid,8,ring_nitrogen,8(ring_nitrogen)
Cc1cccc(n1)C(O)=O,1.2,8,ring_nitrogen,6-Methylpyridine-2-carboxylic acid,8,ring_nitrogen,8(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,4.77,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,4.67,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,4.68,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,4.62,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,4.76,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,5.0,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,5.58,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,4.97,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,1.9,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1ccc2ccccc2n1,2.17,18,ring_nitrogen,Quinoline-2-carboxylic acid (Quinaldic acid),18,ring_nitrogen,18(ring_nitrogen)
OC(=O)c1cccc[n+]1[O-],3.31,0,carboxylic_acid,Pyridine-2-carboxylic acid N-oxide,0,carboxylic_acid,0(carboxylic_acid)
OC(=O)c1ccncc1C(O)=O,4.9,6,pyridine_nitrogen,"Pyridine-3,4-dicarboxylic acid (Cinchomeronic acid)",6,pyridine_nitrogen,6(pyridine_nitrogen)
OC(=O)c1ccncc1C(O)=O,2.7,6,pyridine_nitrogen,"Pyridine-3,4-dicarboxylic acid (Cinchomeronic acid)",6,pyridine_nitrogen,6(pyridine_nitrogen)
OC(=O)c1ccncc1C(O)=O,0.6,6,pyridine_nitrogen,"Pyridine-3,4-dicarboxylic acid (Cinchomeronic acid)",6,pyridine_nitrogen,6(pyridine_nitrogen)
OC(=O)Cc1ccccn1,5.77,9,pyridine_nitrogen,2-Pyridylacetic acid (Pyridine-2-acetic acid),9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)Cc1ccccn1,5.78,9,pyridine_nitrogen,2-Pyridylacetic acid (Pyridine-2-acetic acid),9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)Cc1ccccn1,2.67,9,pyridine_nitrogen,2-Pyridylacetic acid (Pyridine-2-acetic acid),9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)Cc1ccccn1,2.73,9,pyridine_nitrogen,2-Pyridylacetic acid (Pyridine-2-acetic acid),9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)CCc1ccccn1,5.9,10,pyridine_nitrogen,3-(2-Pyridyl)propanoic acid,10,pyridine_nitrogen,10(pyridine_nitrogen)
OC(=O)CCc1ccccn1,6.05,10,pyridine_nitrogen,3-(2-Pyridyl)propanoic acid,10,pyridine_nitrogen,10(pyridine_nitrogen)
OC(=O)CCc1ccccn1,3.7,10,pyridine_nitrogen,3-(2-Pyridyl)propanoic acid,10,pyridine_nitrogen,10(pyridine_nitrogen)
OC(=O)CCc1ccccn1,3.64,10,pyridine_nitrogen,3-(2-Pyridyl)propanoic acid,10,pyridine_nitrogen,10(pyridine_nitrogen)
OC(=O)/C=C/c1ccccn1,4.56,10,pyridine_nitrogen,trans-3-(2-Pyridyl)propenoic acid,10,pyridine_nitrogen,10(pyridine_nitrogen)
OC(=O)/C=C/c1ccccn1,2.83,10,pyridine_nitrogen,trans-3-(2-Pyridyl)propenoic acid,10,pyridine_nitrogen,10(pyridine_nitrogen)
OC(=O)Cc1cccnc1,5.5,8,pyridine_nitrogen,3-Pyridylacetic acid (Pyridine-3-acetic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)Cc1cccnc1,5.58,8,pyridine_nitrogen,3-Pyridylacetic acid (Pyridine-3-acetic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)Cc1cccnc1,3.11,8,pyridine_nitrogen,3-Pyridylacetic acid (Pyridine-3-acetic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)Cc1cccnc1,3.02,8,pyridine_nitrogen,3-Pyridylacetic acid (Pyridine-3-acetic acid),8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)CCc1cccnc1,5.76,9,pyridine_nitrogen,3-(3-Pyridyl)propanoic acid,9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)CCc1cccnc1,5.95,9,pyridine_nitrogen,3-(3-Pyridyl)propanoic acid,9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)CCc1cccnc1,3.86,9,pyridine_nitrogen,3-(3-Pyridyl)propanoic acid,9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)CCc1cccnc1,3.78,9,pyridine_nitrogen,3-(3-Pyridyl)propanoic acid,9,pyridine_nitrogen,9(pyridine_nitrogen)
OC(=O)Cc1ccncc1,5.79,7,pyridine_nitrogen,4-Pyridylacetic acid (Pyridine-4-acetic acid),7,pyridine_nitrogen,7(pyridine_nitrogen)
OC(=O)Cc1ccncc1,3.0,7,pyridine_nitrogen,4-Pyridylacetic acid (Pyridine-4-acetic acid),7,pyridine_nitrogen,7(pyridine_nitrogen)
OC(=O)CCc1ccncc1,6.01,8,pyridine_nitrogen,3-(4-Pyridyl)propanoic acid,8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)CCc1ccncc1,6.12,8,pyridine_nitrogen,3-(4-Pyridyl)propanoic acid,8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)CCc1ccncc1,3.75,8,pyridine_nitrogen,3-(4-Pyridyl)propanoic acid,8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)CCc1ccncc1,3.69,8,pyridine_nitrogen,3-(4-Pyridyl)propanoic acid,8,pyridine_nitrogen,8(pyridine_nitrogen)
OC(=O)Cc1cccc(CC(O)=O)n1,6.02,22,ring_nitrogen,"Pyridine-2,6-diacetic acid",22,ring_nitrogen,22(ring_nitrogen)
OC(=O)Cc1cccc(CC(O)=O)n1,3.1,22,ring_nitrogen,"Pyridine-2,6-diacetic acid",22,ring_nitrogen,22(ring_nitrogen)
OC(=O)Cc1cccc(CC(O)=O)n1,2.35,22,ring_nitrogen,"Pyridine-2,6-diacetic acid",22,ring_nitrogen,22(ring_nitrogen)
OC(=O)CNCc1ccccn1,8.18,11,pyridine_nitrogen,N-(2-Pyridylmethyl)glycine,11,pyridine_nitrogen,11(pyridine_nitrogen)
OC(=O)CNCc1ccccn1,2.46,11,pyridine_nitrogen,N-(2-Pyridylmethyl)glycine,11,pyridine_nitrogen,11(pyridine_nitrogen)
OC(=O)CNCc1ccccn1,2.19,11,pyridine_nitrogen,N-(2-Pyridylmethyl)glycine,11,pyridine_nitrogen,11(pyridine_nitrogen)
OC(=O)CN(CC(O)=O)Cc1ccccn1,8.2,15,pyridine_nitrogen,N-(2-Pyridylmethyl)iminodiacetic acid,15,pyridine_nitrogen,15(pyridine_nitrogen)
OC(=O)CN(CC(O)=O)Cc1ccccn1,2.72,15,pyridine_nitrogen,N-(2-Pyridylmethyl)iminodiacetic acid,15,pyridine_nitrogen,15(pyridine_nitrogen)
OC(=O)CN(CC(O)=O)Cc1ccccn1,2.72,15,pyridine_nitrogen,N-(2-Pyridylmethyl)iminodiacetic acid,15,pyridine_nitrogen,15(pyridine_nitrogen)
OC(=O)CN(CC(O)=O)Cc1ccccn1,2.68,15,pyridine_nitrogen,N-(2-Pyridylmethyl)iminodiacetic acid,15,pyridine_nitrogen,15(pyridine_nitrogen)
OC(=O)CN(CC(O)=O)Cc1ccccn1,2.7,15,pyridine_nitrogen,N-(2-Pyridylmethyl)iminodiacetic acid,15,pyridine_nitrogen,15(pyridine_nitrogen)
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,8.31,27,ring_nitrogen,N-(6-Methyl-2-pyridylmethyl)iminodiacetic acid,27,ring_nitrogen,27(ring_nitrogen)
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,3.45,27,ring_nitrogen,N-(6-Methyl-2-pyridylmethyl)iminodiacetic acid,27,ring_nitrogen,27(ring_nitrogen)
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,2.62,27,ring_nitrogen,N-(6-Methyl-2-pyridylmethyl)iminodiacetic acid,27,ring_nitrogen,27(ring_nitrogen)
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,2.6,27,ring_nitrogen,N-(6-Methyl-2-pyridylmethyl)iminodiacetic acid,27,ring_nitrogen,27(ring_nitrogen)
CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,5.94,6,carboxylic_acid,"1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid (Nalidixic acid)",6,carboxylic_acid,6(carboxylic_acid)
CN,10.65,1,amine_primary,Methylamine,1,amine_primary,1(amine_primary)
CN,10.72,1,amine_primary,Methylamine,1,amine_primary,1(amine_primary)
CN,10.84,1,amine_primary,Methylamine,1,amine_primary,1(amine_primary)
CN,10.8,1,amine_primary,Methylamine,1,amine_primary,1(amine_primary)
CN,11.136,1,amine_primary,Methylamine,1,amine_primary,1(amine_primary)
CN,10.632,1,amine_primary,Methylamine,1,amine_primary,1(amine_primary)
CN,10.166,1,amine_primary,Methylamine,1,amine_primary,1(amine_primary)
CCN,10.69,2,amine_primary,Ethylamine,2,amine_primary,2(amine_primary)
CCN,10.72,2,amine_primary,Ethylamine,2,amine_primary,2(amine_primary)
CCN,10.83,2,amine_primary,Ethylamine,2,amine_primary,2(amine_primary)
CCN,10.673,2,amine_primary,Ethylamine,2,amine_primary,2(amine_primary)
CCCN,10.64,3,amine_primary,Propylamine,3,amine_primary,3(amine_primary)
CCCN,10.74,3,amine_primary,Propylamine,3,amine_primary,3(amine_primary)
CCCN,10.78,3,amine_primary,Propylamine,3,amine_primary,3(amine_primary)
CCCN,11.097,3,amine_primary,Propylamine,3,amine_primary,3(amine_primary)
CCCN,10.566,3,amine_primary,Propylamine,3,amine_primary,3(amine_primary)
CCCN,10.087,3,amine_primary,Propylamine,3,amine_primary,3(amine_primary)
CCCCN,10.66,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,10.7,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,10.75,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,10.75,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,10.85,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,11.08,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,11.177,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,10.64,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCN,10.15,4,amine_primary,Butylamine,4,amine_primary,4(amine_primary)
CCCCCN,10.63,5,amine_primary,Pentylamine,5,amine_primary,5(amine_primary)
CCCCCN,10.75,5,amine_primary,Pentylamine,5,amine_primary,5(amine_primary)
CCCCCN,10.597,5,amine_primary,Pentylamine,5,amine_primary,5(amine_primary)
CCCCCCN,10.64,6,amine_primary,Hexylamine,6,amine_primary,6(amine_primary)
CCCCCCN,10.63,6,amine_primary,Hexylamine,6,amine_primary,6(amine_primary)
CC(C)N,10.61,3,amine_primary,2-Propylamine (Isopropylamine),3,amine_primary,3(amine_primary)
CC(C)N,10.63,3,amine_primary,2-Propylamine (Isopropylamine),3,amine_primary,3(amine_primary)
CC(C)N,10.72,3,amine_primary,2-Propylamine (Isopropylamine),3,amine_primary,3(amine_primary)
CC(C)N,10.67,3,amine_primary,2-Propylamine (Isopropylamine),3,amine_primary,3(amine_primary)
CCC(C)N,10.56,4,amine_primary,DL-2-Butylamine (s-Butylamine),4,amine_primary,4(amine_primary)
CCC(C)N,10.57,4,amine_primary,DL-2-Butylamine (s-Butylamine),4,amine_primary,4(amine_primary)
CC(C)CN,10.57,4,amine_primary,2-Methylpropylamine (Isobutylamine),4,amine_primary,4(amine_primary)
CC(C)CN,10.48,4,amine_primary,2-Methylpropylamine (Isobutylamine),4,amine_primary,4(amine_primary)
CCC(N)CC,10.41,3,amine_primary,3-Pentylamine,3,amine_primary,3(amine_primary)
CCC(N)CC,10.52,3,amine_primary,3-Pentylamine,3,amine_primary,3(amine_primary)
CC(C)CCN,10.64,5,amine_primary,3-Methylbutylamine (Isopentylamine),5,amine_primary,5(amine_primary)
CC(C)(C)N,10.65,4,amine_primary,2-Methyl-2-propylamine (t-Butylamine),4,amine_primary,4(amine_primary)
CC(C)(C)N,10.67,4,amine_primary,2-Methyl-2-propylamine (t-Butylamine),4,amine_primary,4(amine_primary)
CC(C)(C)N,10.72,4,amine_primary,2-Methyl-2-propylamine (t-Butylamine),4,amine_primary,4(amine_primary)
CC(C)(C)N,11.048,4,amine_primary,2-Methyl-2-propylamine (t-Butylamine),4,amine_primary,4(amine_primary)
CC(C)(C)N,10.685,4,amine_primary,2-Methyl-2-propylamine (t-Butylamine),4,amine_primary,4(amine_primary)
CC(C)(C)N,10.341,4,amine_primary,2-Methyl-2-propylamine (t-Butylamine),4,amine_primary,4(amine_primary)
NC1CCCC1,10.63,0,amine_primary,Cyclopentylamine,0,amine_primary,0(amine_primary)
NC1CCCC1,10.65,0,amine_primary,Cyclopentylamine,0,amine_primary,0(amine_primary)
NC1CCCC1,10.65,0,amine_primary,Cyclopentylamine,0,amine_primary,0(amine_primary)
NC1CCCCC1,10.62,0,amine_primary,Cyclohexylamine,0,amine_primary,0(amine_primary)
NC1CCCCC1,10.567,0,amine_primary,Cyclohexylamine,0,amine_primary,0(amine_primary)
NCC1CCCCC1,10.7,0,amine_primary,Cyclohexylmethylamine,0,amine_primary,0(amine_primary)
[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],10.55,1,amine_primary,"Tricyclo[3.3.1.1(3,7)]decan-1-amine (Amantadine)",1,amine_primary,1(amine_primary)
NCC=C,9.52,0,amine_primary,Prop-2-enylamine (Allylamine),0,amine_primary,0(amine_primary)
NCC#N,5.15,4,nitrile,Cyanomethylamine,4,nitrile,4(nitrile)
NCC#N,5.17,4,nitrile,Cyanomethylamine,4,nitrile,4(nitrile)
NCc1ccccc1,9.4,0,amine_primary,Benzylamine (Phenylmethylamine),0,amine_primary,0(amine_primary)
NCc1ccccc1,9.44,0,amine_primary,Benzylamine (Phenylmethylamine),0,amine_primary,0(amine_primary)
NCc1ccccc1,9.46,0,amine_primary,Benzylamine (Phenylmethylamine),0,amine_primary,0(amine_primary)
NCc1ccccc1,9.35,0,amine_primary,Benzylamine (Phenylmethylamine),0,amine_primary,0(amine_primary)
Cc1ccc(CN)cc1,9.51,6,amine_primary,4-Methylbenzylamine,6,amine_primary,6(amine_primary)
NCc1ccc(cc1)C(F)(F)F,8.84,0,amine_primary,4-(Trifluoromethyl)benzylamine,0,amine_primary,0(amine_primary)
NCc1ccc(cc1)C#N,8.61,14,nitrile,4-Cyanobenzylamine,14,nitrile,14(nitrile)
NCCc1ccccc1,9.92,0,amine_primary,2-Phenylethylamine,0,amine_primary,0(amine_primary)
NCCc1ccccc1,10.06,0,amine_primary,2-Phenylethylamine,0,amine_primary,0(amine_primary)
NCCCc1ccccc1,10.32,0,amine_primary,3-Phenylpropylamine,0,amine_primary,0(amine_primary)
NCCCc1ccccc1,10.36,0,amine_primary,3-Phenylpropylamine,0,amine_primary,0(amine_primary)
NCCCCc1ccccc1,10.42,0,amine_primary,4-Phenylbutylamine,0,amine_primary,0(amine_primary)
NCCCCc1ccccc1,10.61,0,amine_primary,4-Phenylbutylamine,0,amine_primary,0(amine_primary)
NCCCCCc1ccccc1,10.55,0,amine_primary,5-Phenylpentylamine,0,amine_primary,0(amine_primary)
NCCC[S](O)(=O)=O,9.74,0,amine_primary,3-Aminopropanesulfonic acid,0,amine_primary,0(amine_primary)
NCCCC[S](O)(=O)=O,10.24,0,amine_primary,4-Aminobutanesulfonic acid,0,amine_primary,0(amine_primary)
NCCCCC[S](O)(=O)=O,10.46,0,amine_primary,5-Aminopentanesulfonic acid,0,amine_primary,0(amine_primary)
NCCO,9.52,0,amine_primary,2-Aminoethanol (Ethanolamine),0,amine_primary,0(amine_primary)
NCCO,9.62,0,amine_primary,2-Aminoethanol (Ethanolamine),0,amine_primary,0(amine_primary)
NCCO,9.79,0,amine_primary,2-Aminoethanol (Ethanolamine),0,amine_primary,0(amine_primary)
NCCO,10.04,0,amine_primary,2-Aminoethanol (Ethanolamine),0,amine_primary,0(amine_primary)
NCCO,9.806,0,amine_primary,2-Aminoethanol (Ethanolamine),0,amine_primary,0(amine_primary)
NCCO,9.499,0,amine_primary,2-Aminoethanol (Ethanolamine),0,amine_primary,0(amine_primary)
NCCO,9.208,0,amine_primary,2-Aminoethanol (Ethanolamine),0,amine_primary,0(amine_primary)
CC(O)CN,9.49,4,amine_primary,DL-1-Amino-2-propanol,4,amine_primary,4(amine_primary)
CC(O)CN,9.6,4,amine_primary,DL-1-Amino-2-propanol,4,amine_primary,4(amine_primary)
CC(O)CN,9.74,4,amine_primary,DL-1-Amino-2-propanol,4,amine_primary,4(amine_primary)
CC(O)CN,10.02,4,amine_primary,DL-1-Amino-2-propanol,4,amine_primary,4(amine_primary)
CC(O)CN,9.932,4,amine_primary,DL-1-Amino-2-propanol,4,amine_primary,4(amine_primary)
CC(O)CN,9.464,4,amine_primary,DL-1-Amino-2-propanol,4,amine_primary,4(amine_primary)
CC(O)CN,9.041,4,amine_primary,DL-1-Amino-2-propanol,4,amine_primary,4(amine_primary)
NCCCO,10.11,0,amine_primary,3-Aminopropanol,0,amine_primary,0(amine_primary)
NCCCO,10.23,0,amine_primary,3-Aminopropanol,0,amine_primary,0(amine_primary)
NCCCO,10.41,0,amine_primary,3-Aminopropanol,0,amine_primary,0(amine_primary)
NCCCO,10.65,0,amine_primary,3-Aminopropanol,0,amine_primary,0(amine_primary)
NCCCO,10.088,0,amine_primary,3-Aminopropanol,0,amine_primary,0(amine_primary)
NCCCCO,10.38,0,amine_primary,4-Aminobutanol,0,amine_primary,0(amine_primary)
NCCCCO,10.61,0,amine_primary,4-Aminobutanol,0,amine_primary,0(amine_primary)
NCCCCO,10.38,0,amine_primary,4-Aminobutanol,0,amine_primary,0(amine_primary)
NCCCCCO,10.91,0,amine_primary,5-Aminopentanol,0,amine_primary,0(amine_primary)
NCCCCCO,10.61,0,amine_primary,5-Aminopentanol,0,amine_primary,0(amine_primary)
NCCCCCCO,10.81,0,amine_primary,6-Aminohexanol,0,amine_primary,0(amine_primary)
CC(C)(N)CO,9.72,3,amine_primary,2-Amino-2-methylpropanol,3,amine_primary,3(amine_primary)
CC(C)(N)CO,9.81,3,amine_primary,2-Amino-2-methylpropanol,3,amine_primary,3(amine_primary)
CC(C)(N)CO,9.93,3,amine_primary,2-Amino-2-methylpropanol,3,amine_primary,3(amine_primary)
CC(C)(N)CO,10.16,3,amine_primary,2-Amino-2-methylpropanol,3,amine_primary,3(amine_primary)
CC(C)(N)CO,10.194,3,amine_primary,2-Amino-2-methylpropanol,3,amine_primary,3(amine_primary)
CC(C)(N)CO,9.694,3,amine_primary,2-Amino-2-methylpropanol,3,amine_primary,3(amine_primary)
CC(C)(N)CO,9.24,3,amine_primary,2-Amino-2-methylpropanol,3,amine_primary,3(amine_primary)
NCC(O)c1ccccc1,8.79,0,amine_primary,DL-2-Amino-1-phenylethanol,0,amine_primary,0(amine_primary)
COC(=O)C(N)CO,7.07,5,amine_primary,DL-Serine methyl ester,5,amine_primary,5(amine_primary)
COC(=O)C(N)CO,7.03,5,amine_primary,DL-Serine methyl ester,5,amine_primary,5(amine_primary)
NCC(O)CO,9.26,0,amine_primary,"3-Amino-1,2-propanediol",0,amine_primary,0(amine_primary)
NC(CO)(CO)CO,8.1,0,amine_primary,"2-Amino-2-hydroxymethyl-1,3-propanediol (THAM)(TRIS)",0,amine_primary,0(amine_primary)
NC(CO)(CO)CO,7.77,0,amine_primary,"2-Amino-2-hydroxymethyl-1,3-propanediol (THAM)(TRIS)",0,amine_primary,0(amine_primary)
NC(CO)(CO)CO,8.18,0,amine_primary,"2-Amino-2-hydroxymethyl-1,3-propanediol (THAM)(TRIS)",0,amine_primary,0(amine_primary)
NC(CO)(CO)CO,8.21,0,amine_primary,"2-Amino-2-hydroxymethyl-1,3-propanediol (THAM)(TRIS)",0,amine_primary,0(amine_primary)
NC(CO)(CO)CO,8.21,0,amine_primary,"2-Amino-2-hydroxymethyl-1,3-propanediol (THAM)(TRIS)",0,amine_primary,0(amine_primary)
NC(CO)(CO)CO,8.25,0,amine_primary,"2-Amino-2-hydroxymethyl-1,3-propanediol (THAM)(TRIS)",0,amine_primary,0(amine_primary)
