Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,L-2-Amino-3-phosphopropanoic acid (Phosphoserine),C3H8N1O6P1,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,6.19,,N[C@@H](CO[P](O)(O)=O)C(O)=O,4,1,1,0,0,2,0,0,0,185.072,4,4,-1.4924,130.08
H⁺,L-2-Amino-3-phosphopropanoic acid (Phosphoserine),C3H8N1O6P1,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,2.14,,N[C@@H](CO[P](O)(O)=O)C(O)=O,4,1,1,0,0,2,0,0,0,185.072,4,4,-1.4924,130.08
H⁺,L-2-Amino-3-phosphopropanoic acid (Phosphoserine),C3H8N1O6P1,Amino Acids,[H₃L]/[H₂L][H],37,0.15,Log K,2.0,,N[C@@H](CO[P](O)(O)=O)C(O)=O,4,1,1,0,0,2,0,0,0,185.072,4,4,-1.4924,130.08
H⁺,L-2-Amino-3-phosphopropanoic acid (Phosphoserine),C3H8N1O6P1,Amino Acids,[H₃L]/[H₂L][H],25,1.0,Log K,2.13,,N[C@@H](CO[P](O)(O)=O)C(O)=O,4,1,1,0,0,2,0,0,0,185.072,4,4,-1.4924,130.08
H⁺,L-2-Amino-3-phosphopropanoic acid (Phosphoserine),C3H8N1O6P1,Amino Acids,[H₄L]/[H₃L][H],25,0.1,Log K,0.7,,N[C@@H](CO[P](O)(O)=O)C(O)=O,4,1,1,0,0,2,0,0,0,185.072,4,4,-1.4924,130.08
H⁺,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine),C9H12N2O3,Amino Acids,[HL]/[L][H],25,0.1,Log K,10.19,,N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,4,1,2,1,0,0,0,0,0,196.206,4,4,-0.0712,109.57
H⁺,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine),C9H12N2O3,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,9.09,,N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,4,1,2,1,0,0,0,0,0,196.206,4,4,-0.0712,109.57
H⁺,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine),C9H12N2O3,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,4.48,,N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,4,1,2,1,0,0,0,0,0,196.206,4,4,-0.0712,109.57
H⁺,L-2-Amino-3-(3-amino-4-hydroxyphenyl)propanoic acid (m-Aminotyrosine),C9H12N2O3,Amino Acids,[H₄L]/[H₃L][H],25,0.1,Log K,2.0,,N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,4,1,2,1,0,0,0,0,0,196.206,4,4,-0.0712,109.57
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[HL]/[L][H],25,0.1,Log K,13.4,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[HL]/[L][H],25,1.0,Log K,13.4,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,9.81,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,9.7,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₂L]/[HL][H],20,0.5,Log K,9.87,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,9.76,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,8.75,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₃L]/[H₂L][H],25,0.5,Log K,8.7,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₃L]/[H₂L][H],20,0.5,Log K,8.81,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₃L]/[H₂L][H],25,1.0,Log K,8.75,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₄L]/[H₃L][H],25,0.1,Log K,2.2,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₄L]/[H₃L][H],25,0.5,Log K,2.15,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₄L]/[H₃L][H],20,0.5,Log K,2.04,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,"L-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid (DOPA)",C9H11N1O4,Amino Acids,[H₄L]/[H₃L][H],25,1.0,Log K,2.35,,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,1,1,2,0,0,0,0,0,197.19,4,4,0.0522,103.78
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[HL]/[L][H],25,0.1,Log K,9.61,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[HL]/[L][H],37,0.15,Log K,9.36,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[HL]/[L][H],25,1.0,Log K,9.64,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[HL]/[L][H],25,3.0,Log K,10.06,NaClO₄ used as background electrolyte.,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,6.55,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₂L]/[HL][H],37,0.15,Log K,6.36,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,6.7,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₂L]/[HL][H],25,3.0,Log K,7.18,NaClO₄ used as background electrolyte.,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,2.12,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₃L]/[H₂L][H],37,0.15,Log K,2.18,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₃L]/[H₂L][H],25,1.0,Log K,2.35,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₃L]/[H₂L][H],25,3.0,Log K,2.98,NaClO₄ used as background electrolyte.,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₄L]/[H₃L][H],25,0.1,Log K,1.3,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₄L]/[H₃L][H],37,0.15,Log K,1.2,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₄L]/[H₃L][H],25,1.0,Log K,1.75,,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodiacetic acid (EDDA),C6H12N2O4,Amino Acids,[H₄L]/[H₃L][H],25,3.0,Log K,1.5,NaClO₄ used as background electrolyte.,OC(=O)CNCCNCC(O)=O,4,2,0,0,0,0,0,0,0,176.172,4,4,-1.6652,98.66
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[HL]/[L][H],25,0.1,Log K,10.01,K⁺ salt used as background electrolyte.,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[HL]/[L][H],20,0.1,Log K,10.13,K⁺ salt used as background electrolyte.,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,6.84,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₂L]/[HL][H],20,0.1,Log K,6.93,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₂L]/[HL][H],25,0.5,Log K,6.72,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₂L]/[HL][H],25,1.0,Log K,6.65,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₂L]/[HL][H],25,0.0,Log K,7.52,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,3.86,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₃L]/[H₂L][H],20,0.1,Log K,3.85,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₃L]/[H₂L][H],25,0.5,Log K,3.76,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₃L]/[H₂L][H],25,1.0,Log K,3.81,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₃L]/[H₂L][H],25,0.0,Log K,4.28,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₄L]/[H₃L][H],25,0.1,Log K,2.95,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,Ethylenediiminodibutanedioic acid (EDDS),C10H16N2O8,Amino Acids,[H₄L]/[H₃L][H],20,0.1,Log K,3.0,,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,292.244,6,6,-1.9786,173.26
H⁺,"2-Hydroxy-1,3-propylenediiminodipropanedioic acid",C9H14N2O9,Amino Acids,[HL]/[L][H],25,0.1,Log K,10.4,,OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,294.216,7,7,-3.3979,193.49
H⁺,"2-Hydroxy-1,3-propylenediiminodipropanedioic acid",C9H14N2O9,Amino Acids,[H₂L]/[HL][H],25,0.1,Log K,8.9,,OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,294.216,7,7,-3.3979,193.49
H⁺,"2-Hydroxy-1,3-propylenediiminodipropanedioic acid",C9H14N2O9,Amino Acids,[H₃L]/[H₂L][H],25,0.1,Log K,3.4,,OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,294.216,7,7,-3.3979,193.49
H⁺,"2-Hydroxy-1,3-propylenediiminodipropanedioic acid",C9H14N2O9,Amino Acids,[H₄L]/[H₃L][H],25,0.1,Log K,2.41,,OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,4,4,0,0,0,0,0,0,0,294.216,7,7,-3.3979,193.49
H⁺,"1-[Bis(carboxymethyl)amino]butan-2,3-dione dioxime",C8H13N3O6,NTA and derivatives,[HL]/[L][H],25,0.1,Log K,12.2,K⁺ salt used as background electrolyte.,CC(=NO)C(CN(CC(O)=O)CC(O)=O)=NO,4,2,0,0,0,0,0,0,1,247.207,4,7,-0.8621,143.02
H⁺,"1-[Bis(carboxymethyl)amino]butan-2,3-dione dioxime",C8H13N3O6,NTA and derivatives,[H₂L]/[HL][H],25,0.1,Log K,10.47,K⁺ salt used as background electrolyte.,CC(=NO)C(CN(CC(O)=O)CC(O)=O)=NO,4,2,0,0,0,0,0,0,1,247.207,4,7,-0.8621,143.02
H⁺,"1-[Bis(carboxymethyl)amino]butan-2,3-dione dioxime",C8H13N3O6,NTA and derivatives,[H₃L]/[H₂L][H],25,0.1,Log K,8.23,K⁺ salt used as background electrolyte.,CC(=NO)C(CN(CC(O)=O)CC(O)=O)=NO,4,2,0,0,0,0,0,0,1,247.207,4,7,-0.8621,143.02
H⁺,"1-[Bis(carboxymethyl)amino]butan-2,3-dione dioxime",C8H13N3O6,NTA and derivatives,[H₄L]/[H₃L][H],25,0.1,Log K,2.03,,CC(=NO)C(CN(CC(O)=O)CC(O)=O)=NO,4,2,0,0,0,0,0,0,1,247.207,4,7,-0.8621,143.02
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[HL]/[L][H],25,0.1,Log K,9.7,Na⁺ salt used as background electrolyte.,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[HL]/[L][H],25,0.1,Log K,9.87,K⁺ salt used as background electrolyte.,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[HL]/[L][H],25,0.5,Log K,9.79,K⁺ salt used as background electrolyte.,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[HL]/[L][H],25,1.0,Log K,9.2,Na⁺ salt used as background electrolyte.,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[HL]/[L][H],25,1.0,Log K,9.73,K⁺ salt used as background electrolyte.,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[H₂L]/[HL][H],25,0.1,Log K,5.38,,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[H₂L]/[HL][H],25,0.5,Log K,5.4,,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[H₂L]/[HL][H],25,1.0,Log K,5.48,,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[H₃L]/[H₂L][H],25,0.1,Log K,2.62,,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[H₃L]/[H₂L][H],25,0.5,Log K,2.71,,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[H₃L]/[H₂L][H],25,1.0,Log K,2.33,,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,N-(2-Hydroxyethyl)ethylenedinitrilotriacetic acid (HEDTA),C10H18N2O7,EDTA and derivatives,[H₄L]/[H₃L][H],25,1.0,Log K,1.6,,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,4,3,0,0,0,0,0,0,2,278.261,4,6,-2.1635,138.61
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[HL]/[L][H],25,0.1,Log K,10.85,K⁺ salt used as background electrolyte.,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[HL]/[L][H],25,0.5,Log K,11.01,Tetraalkyl ammonium salt used as background electrolyte.,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[HL]/[L][H],20,0.0,Log K,11.17,,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[H₂L]/[HL][H],25,0.1,Log K,6.24,,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[H₂L]/[HL][H],20,0.5,Log K,6.2,,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[H₂L]/[HL][H],20,0.0,Log K,6.4,,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[H₃L]/[H₂L][H],20,0.1,Log K,2.79,,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
