Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,Ethylamine,C2H7N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.673,,CCN,1,0,1,0,0,0,0,0,8,45.085,1,1,-0.035,26.02
H⁺,Propylamine,C3H9N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.64,,CCCN,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3551,26.02
H⁺,Propylamine,C3H9N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.74,,CCCN,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3551,26.02
H⁺,Propylamine,C3H9N1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,10.78,,CCCN,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3551,26.02
H⁺,Propylamine,C3H9N1,Aliphatic amines,[HL]/[L][H],10,0.0,Log K,11.097,,CCCN,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3551,26.02
H⁺,Propylamine,C3H9N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.566,,CCCN,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3551,26.02
H⁺,Propylamine,C3H9N1,Aliphatic amines,[HL]/[L][H],40,0.0,Log K,10.087,,CCCN,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3551,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.66,,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.7,Ligand NO₃ used as background electrolyte.,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.75,KNO₃ used as background electrolyte.,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,10.75,Ligand NO₃ used as background electrolyte.,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,10.85,KNO₃ used as background electrolyte.,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],25,2.0,Log K,11.08,KCl used as background electrolyte.,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],10,0.0,Log K,11.177,,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.64,,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Butylamine,C4H11N1,Aliphatic amines,[HL]/[L][H],40,0.0,Log K,10.15,,CCCCN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7452,26.02
H⁺,Pentylamine,C5H13N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.63,,CCCCCN,1,0,1,0,0,0,0,0,8,87.166,1,1,1.1353,26.02
H⁺,Pentylamine,C5H13N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.75,,CCCCCN,1,0,1,0,0,0,0,0,8,87.166,1,1,1.1353,26.02
H⁺,Pentylamine,C5H13N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.597,,CCCCCN,1,0,1,0,0,0,0,0,8,87.166,1,1,1.1353,26.02
H⁺,Hexylamine,C6H15N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.64,,CCCCCCN,1,0,1,0,0,0,0,0,8,101.193,1,1,1.5254,26.02
H⁺,Hexylamine,C6H15N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.63,,CCCCCCN,1,0,1,0,0,0,0,0,8,101.193,1,1,1.5254,26.02
H⁺,2-Propylamine (Isopropylamine),C3H9N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.61,,CC(C)N,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3535,26.02
H⁺,2-Propylamine (Isopropylamine),C3H9N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.63,,CC(C)N,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3535,26.02
H⁺,2-Propylamine (Isopropylamine),C3H9N1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,10.72,,CC(C)N,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3535,26.02
H⁺,2-Propylamine (Isopropylamine),C3H9N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.67,,CC(C)N,1,0,1,0,0,0,0,0,8,59.112,1,1,0.3535,26.02
H⁺,DL-2-Butylamine (s-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.56,,CCC(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,DL-2-Butylamine (s-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.57,,CCC(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,2-Methylpropylamine (Isobutylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.57,,CC(C)CN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.6011,26.02
H⁺,2-Methylpropylamine (Isobutylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.48,,CC(C)CN,1,0,1,0,0,0,0,0,8,73.139,1,1,0.6011,26.02
H⁺,3-Pentylamine,C5H13N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.41,,CCC(N)CC,1,0,1,0,0,0,0,0,8,87.166,1,1,1.1337,26.02
H⁺,3-Pentylamine,C5H13N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.52,,CCC(N)CC,1,0,1,0,0,0,0,0,8,87.166,1,1,1.1337,26.02
H⁺,3-Methylbutylamine (Isopentylamine),C5H13N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.64,,CC(C)CCN,1,0,1,0,0,0,0,0,8,87.166,1,1,0.9912,26.02
H⁺,2-Methyl-2-propylamine (t-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.65,,CC(C)(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,2-Methyl-2-propylamine (t-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.67,,CC(C)(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,2-Methyl-2-propylamine (t-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,10.72,,CC(C)(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,2-Methyl-2-propylamine (t-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],15,0.0,Log K,11.048,,CC(C)(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,2-Methyl-2-propylamine (t-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.685,,CC(C)(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,2-Methyl-2-propylamine (t-Butylamine),C4H11N1,Aliphatic amines,[HL]/[L][H],35,0.0,Log K,10.341,,CC(C)(C)N,1,0,1,0,0,0,0,0,8,73.139,1,1,0.7436,26.02
H⁺,Cyclopentylamine,C5H11N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.63,,NC1CCCC1,1,0,1,0,0,0,0,0,8,85.15,1,1,0.8877,26.02
H⁺,Cyclopentylamine,C5H11N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.65,,NC1CCCC1,1,0,1,0,0,0,0,0,8,85.15,1,1,0.8877,26.02
H⁺,Cyclopentylamine,C5H11N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.65,,NC1CCCC1,1,0,1,0,0,0,0,0,8,85.15,1,1,0.8877,26.02
H⁺,Cyclohexylamine,C6H13N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.62,,NC1CCCCC1,1,0,1,0,0,0,0,0,8,99.177,1,1,1.2778,26.02
H⁺,Cyclohexylamine,C6H13N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.567,,NC1CCCCC1,1,0,1,0,0,0,0,0,8,99.177,1,1,1.2778,26.02
H⁺,Cyclohexylmethylamine,C7H15N1,Aliphatic amines,[HL]/[L][H],20,0.1,Log K,10.7,,NCC1CCCCC1,1,0,1,0,0,0,0,0,8,113.204,1,1,1.5254,26.02
H⁺,"Tricyclo[3.3.1.1(3,7)]decan-1-amine (Amantadine)",C10H17N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.55,,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],1,0,1,0,0,0,0,0,8,187.714,1,1,-0.9696,26.02
H⁺,Prop-2-enylamine (Allylamine),C3H7N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,9.52,,NCC=C,1,0,1,0,0,0,0,0,8,57.096,1,1,0.1311,26.02
H⁺,Cyanomethylamine,C2H4N2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,5.15,,NCC#N,1,0,1,0,0,0,0,0,8,56.068,1,2,-0.5313,49.81
H⁺,Cyanomethylamine,C2H4N2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,5.17,,NCC#N,1,0,1,0,0,0,0,0,8,56.068,1,2,-0.5313,49.81
H⁺,Benzylamine (Phenylmethylamine),C7H9N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.4,,NCc1ccccc1,1,0,1,0,0,0,0,0,8,107.156,1,1,1.1453,26.02
H⁺,Benzylamine (Phenylmethylamine),C7H9N1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.44,,NCc1ccccc1,1,0,1,0,0,0,0,0,8,107.156,1,1,1.1453,26.02
H⁺,Benzylamine (Phenylmethylamine),C7H9N1,Aliphatic amines,[HL]/[L][H],30,1.0,Log K,9.46,,NCc1ccccc1,1,0,1,0,0,0,0,0,8,107.156,1,1,1.1453,26.02
H⁺,Benzylamine (Phenylmethylamine),C7H9N1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,9.35,,NCc1ccccc1,1,0,1,0,0,0,0,0,8,107.156,1,1,1.1453,26.02
H⁺,4-Methylbenzylamine,C8H11N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.51,,Cc1ccc(CN)cc1,1,0,1,0,0,0,0,0,8,121.183,1,1,1.4537,26.02
H⁺,4-(Trifluoromethyl)benzylamine,C8H8F3N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.84,,NCc1ccc(cc1)C(F)(F)F,1,0,1,0,0,0,0,0,8,175.153,1,1,2.1641,26.02
H⁺,4-Cyanobenzylamine,C8H8N2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.61,,NCc1ccc(cc1)C#N,1,0,1,0,0,0,0,0,8,132.166,1,2,1.017,49.81
H⁺,2-Phenylethylamine,C8H11N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.92,,NCCc1ccccc1,1,0,1,0,0,0,0,0,8,121.183,1,1,1.1878,26.02
H⁺,2-Phenylethylamine,C8H11N1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,10.06,,NCCc1ccccc1,1,0,1,0,0,0,0,0,8,121.183,1,1,1.1878,26.02
H⁺,3-Phenylpropylamine,C9H13N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.32,,NCCCc1ccccc1,1,0,1,0,0,0,0,0,8,135.21,1,1,1.5779,26.02
H⁺,3-Phenylpropylamine,C9H13N1,Aliphatic amines,[HL]/[L][H],20,0.1,Log K,10.36,,NCCCc1ccccc1,1,0,1,0,0,0,0,0,8,135.21,1,1,1.5779,26.02
H⁺,4-Phenylbutylamine,C10H15N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.42,,NCCCCc1ccccc1,1,0,1,0,0,0,0,0,8,149.237,1,1,1.968,26.02
H⁺,4-Phenylbutylamine,C10H15N1,Aliphatic amines,[HL]/[L][H],20,0.1,Log K,10.61,,NCCCCc1ccccc1,1,0,1,0,0,0,0,0,8,149.237,1,1,1.968,26.02
H⁺,5-Phenylpentylamine,C11H17N1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.55,,NCCCCCc1ccccc1,1,0,1,0,0,0,0,0,8,163.264,1,1,2.3581,26.02
H⁺,3-Aminopropanesulfonic acid,C3H9N1O3S1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.74,,NCCC[S](O)(=O)=O,1,0,1,0,0,0,0,0,8,139.176,2,3,-0.777,80.39
H⁺,4-Aminobutanesulfonic acid,C4H11N1O3S1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.24,,NCCCC[S](O)(=O)=O,1,0,1,0,0,0,0,0,8,153.203,2,3,-0.3869,80.39
H⁺,5-Aminopentanesulfonic acid,C5H13N1O3S1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.46,,NCCCCC[S](O)(=O)=O,1,0,1,0,0,0,0,0,8,167.23,2,3,0.0032,80.39
H⁺,2-Aminoethanol (Ethanolamine),C2H7N1O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.52,,NCCO,1,0,1,0,0,0,0,0,8,61.084,2,2,-1.0626,46.25
H⁺,2-Aminoethanol (Ethanolamine),C2H7N1O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.62,,NCCO,1,0,1,0,0,0,0,0,8,61.084,2,2,-1.0626,46.25
H⁺,2-Aminoethanol (Ethanolamine),C2H7N1O1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,9.79,,NCCO,1,0,1,0,0,0,0,0,8,61.084,2,2,-1.0626,46.25
H⁺,2-Aminoethanol (Ethanolamine),C2H7N1O1,Aliphatic amines,[HL]/[L][H],25,2.0,Log K,10.04,NaClO₄ used as background electrolyte.,NCCO,1,0,1,0,0,0,0,0,8,61.084,2,2,-1.0626,46.25
H⁺,2-Aminoethanol (Ethanolamine),C2H7N1O1,Aliphatic amines,[HL]/[L][H],15,0.0,Log K,9.806,,NCCO,1,0,1,0,0,0,0,0,8,61.084,2,2,-1.0626,46.25
H⁺,2-Aminoethanol (Ethanolamine),C2H7N1O1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,9.499,,NCCO,1,0,1,0,0,0,0,0,8,61.084,2,2,-1.0626,46.25
H⁺,2-Aminoethanol (Ethanolamine),C2H7N1O1,Aliphatic amines,[HL]/[L][H],35,0.0,Log K,9.208,,NCCO,1,0,1,0,0,0,0,0,8,61.084,2,2,-1.0626,46.25
H⁺,DL-1-Amino-2-propanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.49,,CC(O)CN,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6741,46.25
H⁺,DL-1-Amino-2-propanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.6,,CC(O)CN,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6741,46.25
H⁺,DL-1-Amino-2-propanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,9.74,,CC(O)CN,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6741,46.25
H⁺,DL-1-Amino-2-propanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,2.0,Log K,10.02,NaClO₄ used as background electrolyte.,CC(O)CN,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6741,46.25
H⁺,DL-1-Amino-2-propanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],10,0.0,Log K,9.932,Value adjusted for compatibility with other values.,CC(O)CN,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6741,46.25
H⁺,DL-1-Amino-2-propanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,9.464,,CC(O)CN,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6741,46.25
H⁺,DL-1-Amino-2-propanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],40,0.0,Log K,9.041,Value adjusted for compatibility with other values.,CC(O)CN,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6741,46.25
H⁺,3-Aminopropanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.11,,NCCCO,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6725,46.25
H⁺,3-Aminopropanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.23,,NCCCO,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6725,46.25
H⁺,3-Aminopropanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,10.41,,NCCCO,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6725,46.25
H⁺,3-Aminopropanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,2.0,Log K,10.65,NaClO₄ used as background electrolyte.,NCCCO,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6725,46.25
H⁺,3-Aminopropanol,C3H9N1O1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.088,,NCCCO,1,0,1,0,0,0,0,0,8,75.111,2,2,-0.6725,46.25
H⁺,4-Aminobutanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.38,,NCCCCO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.2824,46.25
H⁺,4-Aminobutanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,10.61,,NCCCCO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.2824,46.25
H⁺,4-Aminobutanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],20,0.0,Log K,10.38,,NCCCCO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.2824,46.25
H⁺,5-Aminopentanol,C5H13N1O1,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,10.91,,NCCCCCO,1,0,1,0,0,0,0,0,8,103.165,2,2,0.1077,46.25
H⁺,5-Aminopentanol,C5H13N1O1,Aliphatic amines,[HL]/[L][H],20,0.0,Log K,10.61,,NCCCCCO,1,0,1,0,0,0,0,0,8,103.165,2,2,0.1077,46.25
H⁺,6-Aminohexanol,C6H15N1O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,10.81,,NCCCCCCO,1,0,1,0,0,0,0,0,8,117.192,2,2,0.4978,46.25
H⁺,2-Amino-2-methylpropanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.72,,CC(C)(N)CO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.284,46.25
H⁺,2-Amino-2-methylpropanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.81,,CC(C)(N)CO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.284,46.25
H⁺,2-Amino-2-methylpropanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,9.93,,CC(C)(N)CO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.284,46.25
H⁺,2-Amino-2-methylpropanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],25,2.0,Log K,10.16,NaClO₄ used as background electrolyte.,CC(C)(N)CO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.284,46.25
H⁺,2-Amino-2-methylpropanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],10,0.0,Log K,10.194,,CC(C)(N)CO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.284,46.25
H⁺,2-Amino-2-methylpropanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,9.694,,CC(C)(N)CO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.284,46.25
H⁺,2-Amino-2-methylpropanol,C4H11N1O1,Aliphatic amines,[HL]/[L][H],40,0.0,Log K,9.24,,CC(C)(N)CO,1,0,1,0,0,0,0,0,8,89.138,2,2,-0.284,46.25
H⁺,DL-2-Amino-1-phenylethanol,C8H11N1O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.79,,NCC(O)c1ccccc1,1,0,1,0,0,0,0,0,8,137.182,2,2,0.6787,46.25
H⁺,DL-Serine methyl ester,C4H9N1O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.07,,COC(=O)C(N)CO,1,0,1,0,0,0,0,0,8,119.12,2,4,-1.521,72.55
H⁺,DL-Serine methyl ester,C4H9N1O3,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,7.03,,COC(=O)C(N)CO,1,0,1,0,0,0,0,0,8,119.12,2,4,-1.521,72.55
